"","city","state","city_size","mode","n","percent","moe","state_abb","state_region"
"1140","Roselle village","Illinois","Small","Bike",14,0.1,0.2,"IL","North Central"
"1141","Rosemead city","California","Small","Bike",193,0.8,0.5,"CA","West"
"1142","Rosemount city","Minnesota","Small","Bike",16,0.1,0.2,"MN","North Central"
"1143","Rosenberg city","Texas","Small","Bike",72,0.5,0.7,"TX","South"
"1144","Roseville city","Michigan","Small","Bike",104,0.5,0.3,"MI","North Central"
"1145","Roseville city","Minnesota","Small","Bike",301,1.8,0.7,"MN","North Central"
"1146","Roswell city","Georgia","Small","Bike",31,0.1,0.1,"GA","South"
"1147","Roswell city","New Mexico","Small","Bike",58,0.3,0.2,"NM","West"
"1148","Round Lake Beach village","Illinois","Small","Bike",0,0,0.2,"IL","North Central"
"1149","Rowlett city","Texas","Small","Bike",39,0.1,0.2,"TX","South"
"1150","Roy city","Utah","Small","Bike",49,0.3,0.3,"UT","West"
"1151","Royal Oak city","Michigan","Small","Bike",122,0.4,0.2,"MI","North Central"
"1152","Royal Palm Beach village","Florida","Small","Bike",154,1,0.6,"FL","South"
"1153","Russellville city","Arkansas","Small","Bike",70,0.5,0.5,"AR","South"
"1154","Ruston city","Louisiana","Small","Bike",36,0.4,0.5,"LA","South"
"1155","Saginaw city","Michigan","Small","Bike",98,0.6,0.6,"MI","North Central"
"1156","Saginaw city","Texas","Small","Bike",13,0.1,0.2,"TX","South"
"1157","Sahuarita town","Arizona","Small","Bike",9,0.1,0.1,"AZ","West"
"1158","Salem city","Massachusetts","Small","Bike",155,0.7,0.4,"MA","Northeast"
"1159","Salem city","Virginia","Small","Bike",34,0.3,0.3,"VA","South"
"1160","Salina city","Kansas","Small","Bike",89,0.4,0.3,"KS","North Central"
"1161","Salisbury city","Maryland","Small","Bike",97,0.8,0.6,"MD","South"
"1162","Salisbury city","North Carolina","Small","Bike",83,0.7,0.5,"NC","South"
"1163","Sammamish city","Washington","Small","Bike",69,0.3,0.2,"WA","West"
"1164","San Angelo city","Texas","Small","Bike",122,0.3,0.2,"TX","South"
"1165","San Benito city","Texas","Small","Bike",42,0.5,0.6,"TX","South"
"1166","San Bruno city","California","Small","Bike",66,0.3,0.4,"CA","West"
"1167","San Carlos city","California","Small","Bike",127,0.9,0.4,"CA","West"
"1168","San Clemente city","California","Small","Bike",189,0.6,0.3,"CA","West"
"1169","San Dimas city","California","Small","Bike",143,0.9,0.7,"CA","West"
"1170","San Fernando city","California","Small","Bike",109,1.1,1,"CA","West"
"1171","San Gabriel city","California","Small","Bike",158,0.9,0.4,"CA","West"
"1172","San Jacinto city","California","Small","Bike",83,0.6,0.5,"CA","West"
"1173","San Juan Capistrano city","California","Small","Bike",304,2,1.8,"CA","West"
"1174","San Juan city","Texas","Small","Bike",19,0.2,0.3,"TX","South"
"1175","San Leandro city","California","Small","Bike",201,0.5,0.2,"CA","West"
"1176","San Luis city","Arizona","Small","Bike",24,0.4,0.6,"AZ","West"
"1177","San Luis Obispo city","California","Small","Bike",1506,6.6,1.3,"CA","West"
"1178","San Marcos city","California","Small","Bike",9,0,0.1,"CA","West"
"1179","San Marcos city","Texas","Small","Bike",164,0.8,0.5,"TX","South"
"1180","San Mateo city","California","Small","Bike",896,1.8,0.5,"CA","West"
"1181","San Pablo city","California","Small","Bike",110,0.9,0.9,"CA","West"
"1182","San Rafael city","California","Small","Bike",516,1.8,0.9,"CA","West"
"1183","San Ramon city","California","Small","Bike",155,0.4,0.3,"CA","West"
"1184","Sandusky city","Ohio","Small","Bike",106,1,0.6,"OH","North Central"
"1185","Sandy city","Utah","Small","Bike",198,0.5,0.3,"UT","West"
"1186","Sandy Springs city","Georgia","Small","Bike",10,0,0.1,"GA","South"
"1187","Sanford city","Florida","Small","Bike",94,0.4,0.3,"FL","South"
"1188","Sanford city","North Carolina","Small","Bike",22,0.2,0.2,"NC","South"
"1189","Sanger city","California","Small","Bike",58,0.6,0.6,"CA","West"
"1190","Santa Barbara city","California","Small","Bike",2650,5.8,1.1,"CA","West"
"1191","Santa Cruz city","California","Small","Bike",2697,9.2,1.7,"CA","West"
"1192","Santa Fe city","New Mexico","Small","Bike",516,1.6,0.5,"NM","West"
"1193","Santa Monica city","California","Small","Bike",1514,3.1,0.6,"CA","West"
"1194","Santa Paula city","California","Small","Bike",100,0.8,0.9,"CA","West"
"1195","Santee city","California","Small","Bike",24,0.1,0.1,"CA","West"
"1196","Sapulpa city","Oklahoma","Small","Bike",0,0,0.3,"OK","South"
"1197","Sarasota city","Florida","Small","Bike",465,2.1,0.8,"FL","South"
"1198","Saratoga city","California","Small","Bike",67,0.5,0.4,"CA","West"
"1199","Saratoga Springs city","New York","Small","Bike",82,0.6,0.4,"NY","Northeast"
"1200","Saratoga Springs city","Utah","Small","Bike",0,0,0.5,"UT","West"
"1201","Savage city","Minnesota","Small","Bike",27,0.2,0.2,"MN","North Central"
"1202","Sayreville borough","New Jersey","Small","Bike",14,0.1,0.1,"NJ","Northeast"
"1203","Schaumburg village","Illinois","Small","Bike",90,0.2,0.2,"IL","North Central"
"1204","Schenectady city","New York","Small","Bike",117,0.4,0.2,"NY","Northeast"
"1205","Schererville town","Indiana","Small","Bike",65,0.4,0.6,"IN","North Central"
"1206","Schertz city","Texas","Small","Bike",0,0,0.2,"TX","South"
"1207","Scranton city","Pennsylvania","Small","Bike",75,0.2,0.1,"PA","Northeast"
"1208","Seal Beach city","California","Small","Bike",82,0.9,0.4,"CA","West"
"1209","Searcy city","Arkansas","Small","Bike",26,0.3,0.3,"AR","South"
"1210","Seaside city","California","Small","Bike",218,1.4,0.7,"CA","West"
"1211","SeaTac city","Washington","Small","Bike",48,0.4,0.4,"WA","West"
"1212","Sebastian city","Florida","Small","Bike",15,0.2,0.3,"FL","South"
"1213","Sedalia city","Missouri","Small","Bike",12,0.1,0.2,"MO","North Central"
"1214","Seguin city","Texas","Small","Bike",71,0.7,0.5,"TX","South"
"1215","Selma city","Alabama","Small","Bike",0,0,0.6,"AL","South"
"1216","Selma city","California","Small","Bike",40,0.4,0.5,"CA","West"
"1217","Shaker Heights city","Ohio","Small","Bike",69,0.5,0.3,"OH","North Central"
"1218","Shakopee city","Minnesota","Small","Bike",32,0.2,0.2,"MN","North Central"
"1219","Shawnee city","Kansas","Small","Bike",54,0.2,0.1,"KS","North Central"
"1220","Shawnee city","Oklahoma","Small","Bike",39,0.3,0.2,"OK","South"
"1221","Sheboygan city","Wisconsin","Small","Bike",262,1.1,0.5,"WI","North Central"
"1222","Shelby city","North Carolina","Small","Bike",20,0.3,0.4,"NC","South"
"1223","Shelbyville city","Tennessee","Small","Bike",0,0,0.5,"TN","South"
"1224","Shelton city","Connecticut","Small","Bike",0,0,0.2,"CT","Northeast"
"1225","Sherman city","Texas","Small","Bike",35,0.2,0.2,"TX","South"
"1226","Sherwood city","Arkansas","Small","Bike",0,0,0.2,"AR","South"
"1227","Shoreline city","Washington","Small","Bike",201,0.8,0.3,"WA","West"
"1228","Shoreview city","Minnesota","Small","Bike",44,0.3,0.3,"MN","North Central"
"1229","Sidney city","Ohio","Small","Bike",0,0,0.3,"OH","North Central"
"1230","Sierra Vista city","Arizona","Small","Bike",101,0.5,0.4,"AZ","West"
"1231","Sioux City city","Iowa","Small","Bike",35,0.1,0.1,"IA","North Central"
"1232","Skokie village","Illinois","Small","Bike",151,0.5,0.4,"IL","North Central"
"1233","Slidell city","Louisiana","Small","Bike",48,0.4,0.3,"LA","South"
"1234","Smyrna city","Georgia","Small","Bike",0,0,0.1,"GA","South"
"1235","Smyrna town","Tennessee","Small","Bike",85,0.4,0.6,"TN","South"
"1236","Socorro city","Texas","Small","Bike",32,0.3,0.3,"TX","South"
"1237","Soledad city","California","Small","Bike",0,0,0.6,"CA","West"
"1238","Solon city","Ohio","Small","Bike",0,0,0.3,"OH","North Central"
"1239","Somerville city","Massachusetts","Small","Bike",2048,4.5,0.7,"MA","Northeast"
"1240","South El Monte city","California","Small","Bike",57,0.7,0.5,"CA","West"
"1241","South Elgin village","Illinois","Small","Bike",0,0,0.3,"IL","North Central"
"1242","South Euclid city","Ohio","Small","Bike",67,0.6,0.4,"OH","North Central"
"1243","South Gate city","California","Small","Bike",171,0.5,0.2,"CA","West"
"1244","South Holland village","Illinois","Small","Bike",0,0,0.3,"IL","North Central"
"1245","South Jordan city","Utah","Small","Bike",59,0.3,0.2,"UT","West"
"1246","South Lake Tahoe city","California","Small","Bike",348,3.3,1.3,"CA","West"
"1247","South Milwaukee city","Wisconsin","Small","Bike",34,0.3,0.3,"WI","North Central"
"1248","South Pasadena city","California","Small","Bike",110,0.8,0.8,"CA","West"
"1249","South Plainfield borough","New Jersey","Small","Bike",35,0.3,0.4,"NJ","Northeast"
"1250","South Portland city","Maine","Small","Bike",149,1.1,0.6,"ME","Northeast"
"1251","South Salt Lake city","Utah","Small","Bike",277,2.6,1.5,"UT","West"
"1252","South San Francisco city","California","Small","Bike",216,0.7,0.3,"CA","West"
"1253","South St. Paul city","Minnesota","Small","Bike",66,0.6,0.6,"MN","North Central"
"1254","Southaven city","Mississippi","Small","Bike",42,0.2,0.2,"MS","South"
"1255","Southfield city","Michigan","Small","Bike",12,0,0.1,"MI","North Central"
"1256","Southgate city","Michigan","Small","Bike",30,0.2,0.2,"MI","North Central"
"1257","Southlake city","Texas","Small","Bike",0,0,0.3,"TX","South"
"1258","Spanish Fork city","Utah","Small","Bike",35,0.3,0.3,"UT","West"
"1259","Sparks city","Nevada","Small","Bike",243,0.6,0.3,"NV","West"
"1260","Spartanburg city","South Carolina","Small","Bike",48,0.3,0.2,"SC","South"
"1261","Spokane Valley city","Washington","Small","Bike",248,0.6,0.3,"WA","West"
"1262","Spring Hill city","Tennessee","Small","Bike",11,0.1,0.1,"TN","South"
"1263","Spring Valley village","New York","Small","Bike",8,0.1,0.1,"NY","Northeast"
"1264","Springdale city","Arkansas","Small","Bike",11,0,0.1,"AR","South"
"1265","Springfield city","Ohio","Small","Bike",37,0.2,0.1,"OH","North Central"
"1266","Springfield city","Oregon","Small","Bike",574,2.2,0.6,"OR","West"
"1267","Springville city","Utah","Small","Bike",117,0.9,0.6,"UT","West"
"1268","St. Charles city","Illinois","Small","Bike",28,0.2,0.2,"IL","North Central"
"1269","St. Charles city","Missouri","Small","Bike",120,0.4,0.2,"MO","North Central"
"1270","St. Clair Shores city","Michigan","Small","Bike",38,0.1,0.1,"MI","North Central"
"1271","St. Cloud city","Florida","Small","Bike",98,0.6,0.5,"FL","South"
"1272","St. Cloud city","Minnesota","Small","Bike",337,1,0.4,"MN","North Central"
"1273","St. George city","Utah","Small","Bike",178,0.6,0.5,"UT","West"
"1274","St. Joseph city","Missouri","Small","Bike",20,0.1,0.1,"MO","North Central"
"1275","St. Louis Park city","Minnesota","Small","Bike",333,1.3,0.4,"MN","North Central"
"1276","St. Peters city","Missouri","Small","Bike",0,0,0.1,"MO","North Central"
"1277","Stanton city","California","Small","Bike",260,1.5,1.1,"CA","West"
"1278","Starkville city","Mississippi","Small","Bike",220,2.1,2.2,"MS","South"
"1279","State College borough","Pennsylvania","Small","Bike",637,4.2,1.3,"PA","Northeast"
"1280","Statesboro city","Georgia","Small","Bike",90,0.8,0.7,"GA","South"
"1281","Statesville city","North Carolina","Small","Bike",9,0.1,0.2,"NC","South"
"1282","Staunton city","Virginia","Small","Bike",58,0.5,0.4,"VA","South"
"1283","Stevens Point city","Wisconsin","Small","Bike",630,4.7,1.2,"WI","North Central"
"1284","Stillwater city","Oklahoma","Small","Bike",549,2.4,0.8,"OK","South"
"1285","Stockbridge city","Georgia","Small","Bike",0,0,0.4,"GA","South"
"1286","Stow city","Ohio","Small","Bike",10,0.1,0.1,"OH","North Central"
"1287","Streamwood village","Illinois","Small","Bike",48,0.2,0.2,"IL","North Central"
"1288","Strongsville city","Ohio","Small","Bike",0,0,0.1,"OH","North Central"
"1289","Suffolk city","Virginia","Small","Bike",44,0.1,0.1,"VA","South"
"1290","Sugar Land city","Texas","Small","Bike",99,0.3,0.3,"TX","South"
"1291","Suisun City city","California","Small","Bike",71,0.5,0.5,"CA","West"
"1292","Sulphur city","Louisiana","Small","Bike",0,0,0.4,"LA","South"
"1293","Summerville town","South Carolina","Small","Bike",86,0.4,0.4,"SC","South"
"1294","Summit city","New Jersey","Small","Bike",51,0.5,0.4,"NJ","Northeast"
"1295","Sumter city","South Carolina","Small","Bike",72,0.4,0.4,"SC","South"
"1296","Sun Prairie city","Wisconsin","Small","Bike",0,0,0.1,"WI","North Central"
"1297","Sunny Isles Beach city","Florida","Small","Bike",10,0.1,0.2,"FL","South"
"1298","Sunrise city","Florida","Small","Bike",23,0.1,0.1,"FL","South"
"1299","Superior city","Wisconsin","Small","Bike",124,0.9,0.7,"WI","North Central"
"1300","Sweetwater city","Florida","Small","Bike",0,0,0.6,"FL","South"
"1301","Syracuse city","Utah","Small","Bike",38,0.3,0.4,"UT","West"
"1302","Tamarac city","Florida","Small","Bike",77,0.3,0.2,"FL","South"
"1303","Tarpon Springs city","Florida","Small","Bike",56,0.6,0.7,"FL","South"
"1304","Taunton city","Massachusetts","Small","Bike",68,0.3,0.3,"MA","Northeast"
"1305","Taylor city","Michigan","Small","Bike",87,0.4,0.2,"MI","North Central"
"1306","Taylorsville city","Utah","Small","Bike",107,0.4,0.3,"UT","West"
"1307","Temple City city","California","Small","Bike",67,0.4,0.3,"CA","West"
"1308","Temple city","Texas","Small","Bike",80,0.3,0.2,"TX","South"
"1309","Temple Terrace city","Florida","Small","Bike",65,0.5,0.6,"FL","South"
"1310","Terre Haute city","Indiana","Small","Bike",220,0.9,0.4,"IN","North Central"
"1311","Texarkana city","Arkansas","Small","Bike",15,0.1,0.2,"AR","South"
"1312","Texarkana city","Texas","Small","Bike",59,0.4,0.7,"TX","South"
"1313","Texas City city","Texas","Small","Bike",48,0.3,0.3,"TX","South"
"1314","The Colony city","Texas","Small","Bike",0,0,0.2,"TX","South"
"1315","Thomasville city","North Carolina","Small","Bike",15,0.1,0.2,"NC","South"
"1316","Tigard city","Oregon","Small","Bike",192,0.8,0.3,"OR","West"
"1317","Tinley Park village","Illinois","Small","Bike",32,0.1,0.1,"IL","North Central"
"1318","Titusville city","Florida","Small","Bike",52,0.3,0.3,"FL","South"
"1319","Tooele city","Utah","Small","Bike",91,0.7,0.6,"UT","West"
"1320","Torrington city","Connecticut","Small","Bike",32,0.2,0.2,"CT","Northeast"
"1321","Tracy city","California","Small","Bike",132,0.4,0.3,"CA","West"
"1322","Trenton city","New Jersey","Small","Bike",343,1,0.4,"NJ","Northeast"
"1323","Trotwood city","Ohio","Small","Bike",0,0,0.3,"OH","North Central"
"1324","Troy city","Michigan","Small","Bike",88,0.2,0.1,"MI","North Central"
"1325","Troy city","New York","Small","Bike",29,0.1,0.1,"NY","Northeast"
"1326","Troy city","Ohio","Small","Bike",54,0.5,0.5,"OH","North Central"
"1327","Trussville city","Alabama","Small","Bike",0,0,0.4,"AL","South"
"1328","Tualatin city","Oregon","Small","Bike",50,0.4,0.3,"OR","West"
"1329","Tulare city","California","Small","Bike",30,0.1,0.1,"CA","West"
"1330","Tupelo city","Mississippi","Small","Bike",7,0,0.1,"MS","South"
"1331","Turlock city","California","Small","Bike",213,0.8,0.4,"CA","West"
"1332","Tuscaloosa city","Alabama","Small","Bike",250,0.7,0.4,"AL","South"
"1333","Tustin city","California","Small","Bike",367,1,0.6,"CA","West"
"1334","Twentynine Palms city","California","Small","Bike",3,0,0.1,"CA","West"
"1335","Twin Falls city","Idaho","Small","Bike",156,0.8,0.6,"ID","West"
"1336","Tyler city","Texas","Small","Bike",96,0.2,0.2,"TX","South"
"1337","Union City city","California","Small","Bike",69,0.2,0.2,"CA","West"
"1338","Union City city","Georgia","Small","Bike",0,0,0.5,"GA","South"
"1339","Union City city","New Jersey","Small","Bike",8,0,0.1,"NJ","Northeast"
"1340","University City city","Missouri","Small","Bike",209,1.2,0.6,"MO","North Central"
"1341","University Park city","Texas","Small","Bike",50,0.5,0.3,"TX","South"
"1342","University Place city","Washington","Small","Bike",0,0,0.2,"WA","West"
"1343","Upland city","California","Small","Bike",116,0.3,0.2,"CA","West"
"1344","Upper Arlington city","Ohio","Small","Bike",90,0.5,0.4,"OH","North Central"
"1345","Urbana city","Illinois","Small","Bike",1131,5.8,1.2,"IL","North Central"
"1346","Urbandale city","Iowa","Small","Bike",26,0.1,0.1,"IA","North Central"
"1347","Utica city","New York","Small","Bike",80,0.3,0.2,"NY","Northeast"
"1348","Vacaville city","California","Small","Bike",171,0.4,0.3,"CA","West"
"1349","Valdosta city","Georgia","Small","Bike",288,1.2,0.8,"GA","South"
"1350","Valley Stream village","New York","Small","Bike",0,0,0.2,"NY","Northeast"
"1351","Valparaiso city","Indiana","Small","Bike",198,1.4,0.8,"IN","North Central"
"1352","Van Buren city","Arkansas","Small","Bike",0,0,0.3,"AR","South"
"1353","Venice city","Florida","Small","Bike",251,4.5,1.9,"FL","South"
"1354","Vernon Hills village","Illinois","Small","Bike",91,0.7,0.5,"IL","North Central"
"1355","Vestavia Hills city","Alabama","Small","Bike",58,0.4,0.5,"AL","South"
"1356","Vicksburg city","Mississippi","Small","Bike",0,0,0.4,"MS","South"
"1357","Victoria city","Texas","Small","Bike",139,0.5,0.4,"TX","South"
"1358","Villa Park village","Illinois","Small","Bike",108,1,0.9,"IL","North Central"
"1359","Vineland city","New Jersey","Small","Bike",0,0,0.1,"NJ","Northeast"
"1360","Vista city","California","Small","Bike",143,0.4,0.2,"CA","West"
"1361","Wadsworth city","Ohio","Small","Bike",58,0.6,0.7,"OH","North Central"
"1362","Wake Forest town","North Carolina","Small","Bike",19,0.1,0.2,"NC","South"
"1363","Walker city","Michigan","Small","Bike",13,0.1,0.2,"MI","North Central"
"1364","Walla Walla city","Washington","Small","Bike",393,3.1,1.1,"WA","West"
"1365","Walnut city","California","Small","Bike",0,0,0.3,"CA","West"
"1366","Walnut Creek city","California","Small","Bike",249,0.8,0.3,"CA","West"
"1367","Waltham city","Massachusetts","Small","Bike",277,0.8,0.4,"MA","Northeast"
"1368","Warner Robins city","Georgia","Small","Bike",65,0.2,0.2,"GA","South"
"1369","Warren city","Ohio","Small","Bike",25,0.2,0.2,"OH","North Central"
"1370","Warwick city","Rhode Island","Small","Bike",54,0.1,0.1,"RI","Northeast"
"1371","Wasco city","California","Small","Bike",0,0,0.5,"CA","West"
"1372","Washington city","Utah","Small","Bike",10,0.1,0.3,"UT","West"
"1373","Watauga city","Texas","Small","Bike",0,0,0.3,"TX","South"
"1374","Waterloo city","Iowa","Small","Bike",68,0.2,0.2,"IA","North Central"
"1375","Watertown city","New York","Small","Bike",81,0.7,0.6,"NY","Northeast"
"1376","Watertown city","South Dakota","Small","Bike",37,0.3,0.5,"SD","North Central"
